term,display_order,panel_key,panel_label,value,deviation,raw_count,document_count,token_denominator,document_denominator,panel_order,reference_key,reference_label,reference_value,reference_raw_count,reference_document_count,reference_token_denominator,reference_document_denominator,plotted_quantity,plotted_value,axis_min,axis_max,scale_policy,layout_band,layout_column,highlighted
said,2,western,Western,3803.9226265950847,-4286.695801281987,282,20,74134,20,8,reference,Full 146-story sample,8090.618427877072,3697,146,456949,146,deviation,-4286.695801281987,-8834.883377484586,8834.883377484586,shared,1,8,True
there,3,adventure,Adventure,7679.566330371932,-45.58461645145508,153,6,19923,6,1,reference,Full 146-story sample,7725.150946823387,3530,146,456949,146,deviation,-45.58461645145508,-8834.883377484586,8834.883377484586,shared,1,1,False
there,3,fantasy,Fantasy,11021.671826625387,3296.5208798019994,356,20,32300,20,2,reference,Full 146-story sample,7725.150946823387,3530,146,456949,146,deviation,3296.5208798019994,-8834.883377484586,8834.883377484586,shared,1,2,False
there,3,horror,Horror,6064.181541289941,-1660.9694055334458,442,20,72887,20,3,reference,Full 146-story sample,7725.150946823387,3530,146,456949,146,deviation,-1660.9694055334458,-8834.883377484586,8834.883377484586,shared,1,3,False
there,3,humor,Humor,8174.807197943445,449.6562511200582,477,20,58350,20,4,reference,Full 146-story sample,7725.150946823387,3530,146,456949,146,deviation,449.6562511200582,-8834.883377484586,8834.883377484586,shared,1,4,False
there,3,mystery,Mystery,8016.647812181393,291.4968653580063,574,20,71601,20,5,reference,Full 146-story sample,7725.150946823387,3530,146,456949,146,deviation,291.4968653580063,-8834.883377484586,8834.883377484586,shared,1,5,False
there,3,romance,Romance,6784.442802445086,-940.7081443783009,505,20,74435,20,6,reference,Full 146-story sample,7725.150946823387,3530,146,456949,146,deviation,-940.7081443783009,-8834.883377484586,8834.883377484586,shared,1,6,False
there,3,science_fiction,Science Fiction,8927.39923854536,1202.2482917219731,476,20,53319,20,7,reference,Full 146-story sample,7725.150946823387,3530,146,456949,146,deviation,1202.2482917219731,-8834.883377484586,8834.883377484586,shared,1,7,False
there,3,western,Western,7378.530768608196,-346.6201782151911,547,20,74134,20,8,reference,Full 146-story sample,7725.150946823387,3530,146,456949,146,deviation,-346.6201782151911,-8834.883377484586,8834.883377484586,shared,1,8,False
all,4,adventure,Adventure,5972.996034733725,-1574.8922416384748,119,6,19923,6,1,reference,Full 146-story sample,7547.8882763721995,3449,145,456949,146,deviation,-1574.8922416384748,-8834.883377484586,8834.883377484586,shared,1,1,False
all,4,fantasy,Fantasy,11238.390092879257,3690.501816507058,363,20,32300,20,2,reference,Full 146-story sample,7547.8882763721995,3449,145,456949,146,deviation,3690.501816507058,-8834.883377484586,8834.883377484586,shared,1,2,False
all,4,horror,Horror,5364.468286525718,-2183.4199898464813,391,20,72887,20,3,reference,Full 146-story sample,7547.8882763721995,3449,145,456949,146,deviation,-2183.4199898464813,-8834.883377484586,8834.883377484586,shared,1,3,False
all,4,humor,Humor,8603.25621251071,1055.3679361385111,502,20,58350,20,4,reference,Full 146-story sample,7547.8882763721995,3449,145,456949,146,deviation,1055.3679361385111,-8834.883377484586,8834.883377484586,shared,1,4,False
all,4,mystery,Mystery,7444.030111311295,-103.85816506090487,533,20,71601,20,5,reference,Full 146-story sample,7547.8882763721995,3449,145,456949,146,deviation,-103.85816506090487,-8834.883377484586,8834.883377484586,shared,1,5,False
all,4,romance,Romance,8302.545845368442,754.6575689962428,618,20,74435,20,6,reference,Full 146-story sample,7547.8882763721995,3449,145,456949,146,deviation,754.6575689962428,-8834.883377484586,8834.883377484586,shared,1,6,False
all,4,science_fiction,Science Fiction,8233.462743112212,685.5744667400122,439,19,53319,20,7,reference,Full 146-story sample,7547.8882763721995,3449,145,456949,146,deviation,685.5744667400122,-8834.883377484586,8834.883377484586,shared,1,7,False
all,4,western,Western,6528.71826692206,-1019.1700094501393,484,20,74134,20,8,reference,Full 146-story sample,7547.8882763721995,3449,145,456949,146,deviation,-1019.1700094501393,-8834.883377484586,8834.883377484586,shared,1,8,False
one,5,adventure,Adventure,5872.609546755007,-637.9638432732027,117,6,19923,6,1,reference,Full 146-story sample,6510.573390028209,2975,146,456949,146,deviation,-637.9638432732027,-8834.883377484586,8834.883377484586,shared,1,1,False
one,5,fantasy,Fantasy,10371.517027863778,3860.9436378355686,335,20,32300,20,2,reference,Full 146-story sample,6510.573390028209,2975,146,456949,146,deviation,3860.9436378355686,-8834.883377484586,8834.883377484586,shared,1,2,False
one,5,horror,Horror,4801.953709166243,-1708.6196808619661,350,20,72887,20,3,reference,Full 146-story sample,6510.573390028209,2975,146,456949,146,deviation,-1708.6196808619661,-8834.883377484586,8834.883377484586,shared,1,3,False
one,5,humor,Humor,7437.874892887746,927.3015028595364,434,20,58350,20,4,reference,Full 146-story sample,6510.573390028209,2975,146,456949,146,deviation,927.3015028595364,-8834.883377484586,8834.883377484586,shared,1,4,False
one,5,mystery,Mystery,7555.760394407899,1045.1870043796898,541,20,71601,20,5,reference,Full 146-story sample,6510.573390028209,2975,146,456949,146,deviation,1045.1870043796898,-8834.883377484586,8834.883377484586,shared,1,5,False
one,5,romance,Romance,6676.966480822194,166.3930907939848,497,20,74435,20,6,reference,Full 146-story sample,6510.573390028209,2975,146,456949,146,deviation,166.3930907939848,-8834.883377484586,8834.883377484586,shared,1,6,False
one,5,science_fiction,Science Fiction,5720.28732721919,-790.2860628090193,305,20,53319,20,7,reference,Full 146-story sample,6510.573390028209,2975,146,456949,146,deviation,-790.2860628090193,-8834.883377484586,8834.883377484586,shared,1,7,False
one,5,western,Western,5341.67858202714,-1168.8948080010696,396,20,74134,20,8,reference,Full 146-story sample,6510.573390028209,2975,146,456949,146,deviation,-1168.8948080010696,-8834.883377484586,8834.883377484586,shared,1,8,False
out,6,adventure,Adventure,7077.247402499624,1382.9576677589857,141,6,19923,6,1,reference,Full 146-story sample,5694.289734740638,2602,145,456949,146,deviation,1382.9576677589857,-8834.883377484586,8834.883377484586,shared,1,1,False
out,6,fantasy,Fantasy,6501.547987616099,807.258252875461,210,20,32300,20,2,reference,Full 146-story sample,5694.289734740638,2602,145,456949,146,deviation,807.258252875461,-8834.883377484586,8834.883377484586,shared,1,2,False
out,6,horror,Horror,4596.155693059119,-1098.1340416815192,335,20,72887,20,3,reference,Full 146-story sample,5694.289734740638,2602,145,456949,146,deviation,-1098.1340416815192,-8834.883377484586,8834.883377484586,shared,1,3,False
out,6,humor,Humor,6478.149100257069,783.8593655164314,378,19,58350,20,4,reference,Full 146-story sample,5694.289734740638,2602,145,456949,146,deviation,783.8593655164314,-8834.883377484586,8834.883377484586,shared,1,4,False
out,6,mystery,Mystery,5488.75015712071,-205.5395776199275,393,20,71601,20,5,reference,Full 146-story sample,5694.289734740638,2602,145,456949,146,deviation,-205.5395776199275,-8834.883377484586,8834.883377484586,shared,1,5,False
out,6,romance,Romance,3801.9748774098207,-1892.3148573308172,283,20,74435,20,6,reference,Full 146-story sample,5694.289734740638,2602,145,456949,146,deviation,-1892.3148573308172,-8834.883377484586,8834.883377484586,shared,1,6,True
out,6,science_fiction,Science Fiction,6976.875035165701,1282.585300425063,372,20,53319,20,7,reference,Full 146-story sample,5694.289734740638,2602,145,456949,146,deviation,1282.585300425063,-8834.883377484586,8834.883377484586,shared,1,7,True
out,6,western,Western,6609.652790892168,915.3630561515301,490,20,74134,20,8,reference,Full 146-story sample,5694.289734740638,2602,145,456949,146,deviation,915.3630561515301,-8834.883377484586,8834.883377484586,shared,1,8,False
man,7,adventure,Adventure,3362.9473472870554,-2070.919451852455,67,6,19923,6,1,reference,Full 146-story sample,5433.8667991395105,2483,136,456949,146,deviation,-2070.919451852455,-8834.883377484586,8834.883377484586,shared,1,1,False
man,7,fantasy,Fantasy,4427.244582043343,-1006.6222170961673,143,13,32300,20,2,reference,Full 146-story sample,5433.8667991395105,2483,136,456949,146,deviation,-1006.6222170961673,-8834.883377484586,8834.883377484586,shared,1,2,False
man,7,horror,Horror,2853.7324900187964,-2580.134309120714,208,19,72887,20,3,reference,Full 146-story sample,5433.8667991395105,2483,136,456949,146,deviation,-2580.134309120714,-8834.883377484586,8834.883377484586,shared,1,3,False
man,7,humor,Humor,6426.735218508998,992.8684193694871,375,19,58350,20,4,reference,Full 146-story sample,5433.8667991395105,2483,136,456949,146,deviation,992.8684193694871,-8834.883377484586,8834.883377484586,shared,1,4,False
man,7,mystery,Mystery,8226.142092987528,2792.275293848017,589,20,71601,20,5,reference,Full 146-story sample,5433.8667991395105,2483,136,456949,146,deviation,2792.275293848017,-8834.883377484586,8834.883377484586,shared,1,5,False
man,7,romance,Romance,3896.0166588298516,-1537.8501403096589,290,20,74435,20,6,reference,Full 146-story sample,5433.8667991395105,2483,136,456949,146,deviation,-1537.8501403096589,-8834.883377484586,8834.883377484586,shared,1,6,False
man,7,science_fiction,Science Fiction,3751.0080834224195,-1682.858715717091,200,19,53319,20,7,reference,Full 146-story sample,5433.8667991395105,2483,136,456949,146,deviation,-1682.858715717091,-8834.883377484586,8834.883377484586,shared,1,7,True
man,7,western,Western,8241.832357622683,2807.9655584831726,611,20,74134,20,8,reference,Full 146-story sample,5433.8667991395105,2483,136,456949,146,deviation,2807.9655584831726,-8834.883377484586,8834.883377484586,shared,1,8,True
then,8,adventure,Adventure,5671.836570797571,653.7710974077618,113,6,19923,6,1,reference,Full 146-story sample,5018.065473389809,2293,146,456949,146,deviation,653.7710974077618,-8834.883377484586,8834.883377484586,shared,1,1,False
then,8,fantasy,Fantasy,8544.891640866872,3526.826167477063,276,20,32300,20,2,reference,Full 146-story sample,5018.065473389809,2293,146,456949,146,deviation,3526.826167477063,-8834.883377484586,8834.883377484586,shared,1,2,False
then,8,horror,Horror,4102.240454402019,-915.8250189877899,299,20,72887,20,3,reference,Full 146-story sample,5018.065473389809,2293,146,456949,146,deviation,-915.8250189877899,-8834.883377484586,8834.883377484586,shared,1,3,False
then,8,humor,Humor,4592.973436161097,-425.0920372287119,268,20,58350,20,4,reference,Full 146-story sample,5018.065473389809,2293,146,456949,146,deviation,-425.0920372287119,-8834.883377484586,8834.883377484586,shared,1,4,False
then,8,mystery,Mystery,4427.312467702965,-590.7530056868445,317,20,71601,20,5,reference,Full 146-story sample,5018.065473389809,2293,146,456949,146,deviation,-590.7530056868445,-8834.883377484586,8834.883377484586,shared,1,5,False
then,8,romance,Romance,4500.570967958622,-517.4945054311875,335,20,74435,20,6,reference,Full 146-story sample,5018.065473389809,2293,146,456949,146,deviation,-517.4945054311875,-8834.883377484586,8834.883377484586,shared,1,6,False
then,8,science_fiction,Science Fiction,5307.676438042724,289.61096465291484,283,20,53319,20,7,reference,Full 146-story sample,5018.065473389809,2293,146,456949,146,deviation,289.61096465291484,-8834.883377484586,8834.883377484586,shared,1,7,False
then,8,western,Western,5422.613105997248,404.5476326074386,402,20,74134,20,8,reference,Full 146-story sample,5018.065473389809,2293,146,456949,146,deviation,404.5476326074386,-8834.883377484586,8834.883377484586,shared,1,8,False
like,9,adventure,Adventure,4467.198715052954,-465.5180651566543,89,6,19923,6,1,reference,Full 146-story sample,4932.716780209608,2254,142,456949,146,deviation,-465.5180651566543,-8834.883377484586,8834.883377484586,shared,1,1,False
like,9,fantasy,Fantasy,4241.486068111455,-691.2307120981532,137,17,32300,20,2,reference,Full 146-story sample,4932.716780209608,2254,142,456949,146,deviation,-691.2307120981532,-8834.883377484586,8834.883377484586,shared,1,2,False
like,9,horror,Horror,3800.4033641115698,-1132.3134160980385,277,20,72887,20,3,reference,Full 146-story sample,4932.716780209608,2254,142,456949,146,deviation,-1132.3134160980385,-8834.883377484586,8834.883377484586,shared,1,3,False
like,9,humor,Humor,4970.008568980292,37.291788770683524,290,19,58350,20,4,reference,Full 146-story sample,4932.716780209608,2254,142,456949,146,deviation,37.291788770683524,-8834.883377484586,8834.883377484586,shared,1,4,False
like,9,mystery,Mystery,6173.098141087416,1240.3813608778073,442,20,71601,20,5,reference,Full 146-story sample,4932.716780209608,2254,142,456949,146,deviation,1240.3813608778073,-8834.883377484586,8834.883377484586,shared,1,5,False
like,9,romance,Romance,3385.5041311211126,-1547.2126490884957,252,20,74435,20,6,reference,Full 146-story sample,4932.716780209608,2254,142,456949,146,deviation,-1547.2126490884957,-8834.883377484586,8834.883377484586,shared,1,6,False
like,9,science_fiction,Science Fiction,4688.760104278024,-243.95667593158396,250,20,53319,20,7,reference,Full 146-story sample,4932.716780209608,2254,142,456949,146,deviation,-243.95667593158396,-8834.883377484586,8834.883377484586,shared,1,7,False
like,9,western,Western,6973.858148757655,2041.1413685480466,517,20,74134,20,8,reference,Full 146-story sample,4932.716780209608,2254,142,456949,146,deviation,2041.1413685480466,-8834.883377484586,8834.883377484586,shared,1,8,False
would,10,adventure,Adventure,4718.164934999749,-30.723890667885826,94,6,19923,6,1,reference,Full 146-story sample,4748.888825667635,2170,143,456949,146,deviation,-30.723890667885826,-8834.883377484586,8834.883377484586,shared,1,1,False
would,10,fantasy,Fantasy,4272.445820433436,-476.4430052341986,138,19,32300,20,2,reference,Full 146-story sample,4748.888825667635,2170,143,456949,146,deviation,-476.4430052341986,-8834.883377484586,8834.883377484586,shared,1,2,False
would,10,horror,Horror,4184.5596608448695,-564.329164822765,305,20,72887,20,3,reference,Full 146-story sample,4748.888825667635,2170,143,456949,146,deviation,-564.329164822765,-8834.883377484586,8834.883377484586,shared,1,3,False
would,10,humor,Humor,6718.080548414739,1969.191722747104,392,20,58350,20,4,reference,Full 146-story sample,4748.888825667635,2170,143,456949,146,deviation,1969.191722747104,-8834.883377484586,8834.883377484586,shared,1,4,False
would,10,mystery,Mystery,3505.5376321559756,-1243.351193511659,251,20,71601,20,5,reference,Full 146-story sample,4748.888825667635,2170,143,456949,146,deviation,-1243.351193511659,-8834.883377484586,8834.883377484586,shared,1,5,False
would,10,romance,Romance,7012.829985893733,2263.941160226098,522,20,74435,20,6,reference,Full 146-story sample,4748.888825667635,2170,143,456949,146,deviation,2263.941160226098,-8834.883377484586,8834.883377484586,shared,1,6,False
would,10,science_fiction,Science Fiction,4782.535306363586,33.64648069595114,255,19,53319,20,7,reference,Full 146-story sample,4748.888825667635,2170,143,456949,146,deviation,33.64648069595114,-8834.883377484586,8834.883377484586,shared,1,7,False
would,10,western,Western,2873.1756009388405,-1875.713224728794,213,19,74134,20,8,reference,Full 146-story sample,4748.888825667635,2170,143,456949,146,deviation,-1875.713224728794,-8834.883377484586,8834.883377484586,shared,1,8,False
been,11,adventure,Adventure,4015.459519148723,-483.94851106909164,80,6,19923,6,1,reference,Full 146-story sample,4499.4080302178145,2056,143,456949,146,deviation,-483.94851106909164,-8834.883377484586,8834.883377484586,shared,1,1,False
been,11,fantasy,Fantasy,2755.4179566563466,-1743.9900735614679,89,17,32300,20,2,reference,Full 146-story sample,4499.4080302178145,2056,143,456949,146,deviation,-1743.9900735614679,-8834.883377484586,8834.883377484586,shared,1,2,True
been,11,horror,Horror,4266.878867287719,-232.52916293009548,311,20,72887,20,3,reference,Full 146-story sample,4499.4080302178145,2056,143,456949,146,deviation,-232.52916293009548,-8834.883377484586,8834.883377484586,shared,1,3,False
been,11,humor,Humor,6409.597257926306,1910.1892277084917,374,20,58350,20,4,reference,Full 146-story sample,4499.4080302178145,2056,143,456949,146,deviation,1910.1892277084917,-8834.883377484586,8834.883377484586,shared,1,4,False
been,11,mystery,Mystery,4036.256476864848,-463.1515533529664,289,20,71601,20,5,reference,Full 146-story sample,4499.4080302178145,2056,143,456949,146,deviation,-463.1515533529664,-8834.883377484586,8834.883377484586,shared,1,5,False
been,11,romance,Romance,5964.935850070531,1465.5278198527167,444,20,74435,20,6,reference,Full 146-story sample,4499.4080302178145,2056,143,456949,146,deviation,1465.5278198527167,-8834.883377484586,8834.883377484586,shared,1,6,False
been,11,science_fiction,Science Fiction,4276.149215101559,-223.2588151162554,228,20,53319,20,7,reference,Full 146-story sample,4499.4080302178145,2056,143,456949,146,deviation,-223.2588151162554,-8834.883377484586,8834.883377484586,shared,1,7,False
been,11,western,Western,3250.870046132679,-1248.5379840851356,241,20,74134,20,8,reference,Full 146-story sample,4499.4080302178145,2056,143,456949,146,deviation,-1248.5379840851356,-8834.883377484586,8834.883377484586,shared,1,8,False
about,12,adventure,Adventure,4818.551422978468,478.8986389697493,96,6,19923,6,1,reference,Full 146-story sample,4339.652784008718,1983,146,456949,146,deviation,478.8986389697493,-8834.883377484586,8834.883377484586,shared,1,1,False
about,12,fantasy,Fantasy,4489.164086687306,149.51130267858753,145,20,32300,20,2,reference,Full 146-story sample,4339.652784008718,1983,146,456949,146,deviation,149.51130267858753,-8834.883377484586,8834.883377484586,shared,1,2,False
about,12,horror,Horror,4061.0808511805944,-278.57193282812386,296,20,72887,20,3,reference,Full 146-story sample,4339.652784008718,1983,146,456949,146,deviation,-278.57193282812386,-8834.883377484586,8834.883377484586,shared,1,3,False
about,12,humor,Humor,5741.2167952013715,1401.5640111926532,335,20,58350,20,4,reference,Full 146-story sample,4339.652784008718,1983,146,456949,146,deviation,1401.5640111926532,-8834.883377484586,8834.883377484586,shared,1,4,False
about,12,mystery,Mystery,4469.211323864192,129.558539855474,320,20,71601,20,5,reference,Full 146-story sample,4339.652784008718,1983,146,456949,146,deviation,129.558539855474,-8834.883377484586,8834.883377484586,shared,1,5,False
about,12,romance,Romance,3398.938671323974,-940.7141126847441,253,20,74435,20,6,reference,Full 146-story sample,4339.652784008718,1983,146,456949,146,deviation,-940.7141126847441,-8834.883377484586,8834.883377484586,shared,1,6,False
about,12,science_fiction,Science Fiction,5045.105872203155,705.4530881944365,269,20,53319,20,7,reference,Full 146-story sample,4339.652784008718,1983,146,456949,146,deviation,705.4530881944365,-8834.883377484586,8834.883377484586,shared,1,7,False
about,12,western,Western,3628.564491326517,-711.0882926822014,269,20,74134,20,8,reference,Full 146-story sample,4339.652784008718,1983,146,456949,146,deviation,-711.0882926822014,-8834.883377484586,8834.883377484586,shared,1,8,False
could,13,adventure,Adventure,4918.9379109571855,708.4023807339008,98,6,19923,6,1,reference,Full 146-story sample,4210.535530223285,1924,143,456949,146,deviation,708.4023807339008,-8834.883377484586,8834.883377484586,shared,1,1,False
could,13,fantasy,Fantasy,5572.755417956657,1362.2198877333722,180,19,32300,20,2,reference,Full 146-story sample,4210.535530223285,1924,143,456949,146,deviation,1362.2198877333722,-8834.883377484586,8834.883377484586,shared,1,2,False
could,13,horror,Horror,4774.513973685294,563.9784434620096,348,20,72887,20,3,reference,Full 146-story sample,4210.535530223285,1924,143,456949,146,deviation,563.9784434620096,-8834.883377484586,8834.883377484586,shared,1,3,False
could,13,humor,Humor,4747.215081405313,536.6795511820283,277,20,58350,20,4,reference,Full 146-story sample,4210.535530223285,1924,143,456949,146,deviation,536.6795511820283,-8834.883377484586,8834.883377484586,shared,1,4,False
could,13,mystery,Mystery,3491.5713467688997,-718.964183454385,250,20,71601,20,5,reference,Full 146-story sample,4210.535530223285,1924,143,456949,146,deviation,-718.964183454385,-8834.883377484586,8834.883377484586,shared,1,5,False
could,13,romance,Romance,4769.261772015852,558.7262417925676,355,20,74435,20,6,reference,Full 146-story sample,4210.535530223285,1924,143,456949,146,deviation,558.7262417925676,-8834.883377484586,8834.883377484586,shared,1,6,False
could,13,science_fiction,Science Fiction,4651.2500234438,440.7144932205156,248,19,53319,20,7,reference,Full 146-story sample,4210.535530223285,1924,143,456949,146,deviation,440.7144932205156,-8834.883377484586,8834.883377484586,shared,1,7,False
could,13,western,Western,2266.166671163029,-1944.3688590602555,168,19,74134,20,8,reference,Full 146-story sample,4210.535530223285,1924,143,456949,146,deviation,-1944.3688590602555,-8834.883377484586,8834.883377484586,shared,1,8,False
now,14,adventure,Adventure,3312.754103297696,-492.9222413271964,66,6,19923,6,1,reference,Full 146-story sample,3805.6763446248924,1739,146,456949,146,deviation,-492.9222413271964,-8834.883377484586,8834.883377484586,shared,1,1,False
now,14,fantasy,Fantasy,7058.823529411765,3253.1471847868725,228,20,32300,20,2,reference,Full 146-story sample,3805.6763446248924,1739,146,456949,146,deviation,3253.1471847868725,-8834.883377484586,8834.883377484586,shared,1,2,False
now,14,horror,Horror,4088.5205866615447,282.8442420366523,298,20,72887,20,3,reference,Full 146-story sample,3805.6763446248924,1739,146,456949,146,deviation,282.8442420366523,-8834.883377484586,8834.883377484586,shared,1,3,False
now,14,humor,Humor,4061.696658097687,256.02031347279444,237,20,58350,20,4,reference,Full 146-story sample,3805.6763446248924,1739,146,456949,146,deviation,256.02031347279444,-8834.883377484586,8834.883377484586,shared,1,4,False
now,14,mystery,Mystery,2709.4593650926663,-1096.216979532226,194,20,71601,20,5,reference,Full 146-story sample,3805.6763446248924,1739,146,456949,146,deviation,-1096.216979532226,-8834.883377484586,8834.883377484586,shared,1,5,False
now,14,romance,Romance,4043.796601061329,238.12025643643665,301,20,74435,20,6,reference,Full 146-story sample,3805.6763446248924,1739,146,456949,146,deviation,238.12025643643665,-8834.883377484586,8834.883377484586,shared,1,6,False
now,14,science_fiction,Science Fiction,4519.964740524016,714.2883958991233,241,20,53319,20,7,reference,Full 146-story sample,3805.6763446248924,1739,146,456949,146,deviation,714.2883958991233,-8834.883377484586,8834.883377484586,shared,1,7,False
now,14,western,Western,2347.1011951331375,-1458.575149491755,174,20,74134,20,8,reference,Full 146-story sample,3805.6763446248924,1739,146,456949,146,deviation,-1458.575149491755,-8834.883377484586,8834.883377484586,shared,1,8,False
old,15,adventure,Adventure,3312.754103297696,-195.29602921162132,66,6,19923,6,1,reference,Full 146-story sample,3508.0501325093173,1603,138,456949,146,deviation,-195.29602921162132,-8834.883377484586,8834.883377484586,shared,1,1,False
old,15,fantasy,Fantasy,8049.53560371517,4541.485471205852,260,18,32300,20,2,reference,Full 146-story sample,3508.0501325093173,1603,138,456949,146,deviation,4541.485471205852,-8834.883377484586,8834.883377484586,shared,1,2,False
old,15,horror,Horror,3498.5662738211204,-9.48385868819696,255,19,72887,20,3,reference,Full 146-story sample,3508.0501325093173,1603,138,456949,146,deviation,-9.48385868819696,-8834.883377484586,8834.883377484586,shared,1,3,False
old,15,humor,Humor,3958.8688946015423,450.8187620922249,231,19,58350,20,4,reference,Full 146-story sample,3508.0501325093173,1603,138,456949,146,deviation,450.8187620922249,-8834.883377484586,8834.883377484586,shared,1,4,False
old,15,mystery,Mystery,1983.2125249647352,-1524.8376075445822,142,18,71601,20,5,reference,Full 146-story sample,3508.0501325093173,1603,138,456949,146,deviation,-1524.8376075445822,-8834.883377484586,8834.883377484586,shared,1,5,False
old,15,romance,Romance,2700.342580775173,-807.7075517341445,201,19,74435,20,6,reference,Full 146-story sample,3508.0501325093173,1603,138,456949,146,deviation,-807.7075517341445,-8834.883377484586,8834.883377484586,shared,1,6,False
old,15,science_fiction,Science Fiction,3038.31654757216,-469.7335849371575,162,19,53319,20,7,reference,Full 146-story sample,3508.0501325093173,1603,138,456949,146,deviation,-469.7335849371575,-8834.883377484586,8834.883377484586,shared,1,7,False
old,15,western,Western,3857.8789759084902,349.8288433991729,286,20,74134,20,8,reference,Full 146-story sample,3508.0501325093173,1603,138,456949,146,deviation,349.8288433991729,-8834.883377484586,8834.883377484586,shared,1,8,False
more,16,adventure,Adventure,3563.7203232444913,189.16430058113065,71,6,19923,6,1,reference,Full 146-story sample,3374.5560226633606,1542,142,456949,146,deviation,189.16430058113065,-8834.883377484586,8834.883377484586,shared,1,1,False
more,16,fantasy,Fantasy,2972.1362229102165,-402.41979975314416,96,16,32300,20,2,reference,Full 146-story sample,3374.5560226633606,1542,142,456949,146,deviation,-402.41979975314416,-8834.883377484586,8834.883377484586,shared,1,2,False
more,16,horror,Horror,3224.168919011621,-150.38710365173984,235,20,72887,20,3,reference,Full 146-story sample,3374.5560226633606,1542,142,456949,146,deviation,-150.38710365173984,-8834.883377484586,8834.883377484586,shared,1,3,False
more,16,humor,Humor,2964.867180805484,-409.68884185787647,173,20,58350,20,4,reference,Full 146-story sample,3374.5560226633606,1542,142,456949,146,deviation,-409.68884185787647,-8834.883377484586,8834.883377484586,shared,1,4,False
more,16,mystery,Mystery,3687.099342187958,312.54331952459734,264,20,71601,20,5,reference,Full 146-story sample,3374.5560226633606,1542,142,456949,146,deviation,312.54331952459734,-8834.883377484586,8834.883377484586,shared,1,5,False
